,등록일시,사망자,일일사망자,확진자,일일확진자,기준일,누적의심자,누적확진율
635,2021-12-06 09:00:01.23,3893,41.0,477352,4324.0,20211206,17628218.0,1.5564347660428572
636,2021-12-07 09:03:37.814,3957,64.0,482305,4953.0,20211207,17709512.0,1.5564347660428572
637,2021-12-08 08:56:34.509,4020,63.0,489478,7173.0,20211208,17787657.0,1.5564347660428572
638,2021-12-09 09:05:11.285,4077,57.0,496853,7375.0,20211209,17870821.0,1.5564347660428572
639,2021-12-10 09:04:53.786,4130,53.0,503601,6748.0,20211210,17950721.0,1.5564347660428572
640,2021-12-11 06:19:00.000,4210,80.0,510578,6977.0,20211211,18024403.0,1.5564347660428572
641,2021-12-12 08:35:19.089,4252,42.0,517259,6681.0,20211212,18084589.0,1.5564347660428572
642,2021-12-13 09:00:10.891,4292,40.0,523075,5816.0,20211213,18140572.0,1.5564347660428572
643,2021-12-14 09:05:48.519,4386,94.0,528642,5567.0,20211214,18224740.0,1.5564347660428572
644,2021-12-15 09:02:08.087,4456,70.0,536491,7849.0,20211215,18298675.0,1.5564347660428572
645,2021-12-16 09:09:11.111,4518,62.0,544110,7619.0,20211216,18381569.0,1.5564347660428572
646,2021-12-17 09:07:19.97,4591,73.0,551544,7434.0,20211217,18460563.0,1.5564347660428572
647,2021-12-18 09:10:13.455,4644,53.0,558854,7310.0,20211218,18539009.0,1.5564347660428572
648,2021-12-19 09:00:28.825,4722,78.0,565087,6233.0,20211219,18593165.0,1.5564347660428572
649,2021-12-20 09:02:35.235,4776,54.0,570403,5316.0,20211220,18645857.0,1.5564347660428572
650,2021-12-21 09:01:45.74,4828,52.0,575595,5192.0,20211221,18718803.0,1.5564347660428572
651,2021-12-22 09:18:12.299,4906,78.0,583047,7452.0,20211222,18786344.0,1.5564347660428572
652,2021-12-23 08:52:40.512,5015,109.0,589961,6914.0,20211223,18859285.0,1.5564347660428572
653,2021-12-24 09:02:52.845,5071,56.0,596194,6233.0,20211224,18929158.0,1.5564347660428572
654,2021-12-25 07:33:26.751,5176,105.0,602034,5840.0,20211225,18994820.0,1.5564347660428572
655,2021-12-26 07:59:54.187,5245,69.0,607447,5413.0,20211226,19040194.0,1.5564347660428572
656,2021-12-27 08:59:50.623,5300,55.0,611650,4203.0,20211227,19082135.0,1.5564347660428572
657,2021-12-28 09:01:15.646,5346,46.0,615514,3864.0,20211228,19141481.0,1.5564347660428572
658,2021-12-29 08:56:22.982,5382,36.0,620921,5407.0,20211229,19196738.0,1.5564347660428572
659,2021-12-30 09:06:07.06,5455,73.0,625955,5034.0,20211230,19251165.0,1.5564347660428572
660,2021-12-31 09:04:09.35,5563,108.0,630828,4873.0,20211231,19309072.0,1.5564347660428572
661,2022-01-01 09:02:39.218,5625,62.0,635243,4415.0,20220101,19364122.0,1.5564347660428572
662,2022-01-02 08:57:24.688,5694,69.0,639074,3831.0,20220102,19456900.0,1.5564347660428572
663,2022-01-03 08:58:35.591,5730,36.0,642199,3125.0,20220103,19546883.0,1.5564347660428572
664,2022-01-04 09:04:35.476,5781,51.0,645220,3021.0,20220104,19671880.0,1.5564347660428572
665,2022-01-05 09:01:59.247,5838,57.0,649661,4441.0,20220105,19778824.0,1.5564347660428572
666,2022-01-06 08:59:04.372,5887,49.0,653783,4122.0,20220106,19875047.0,1.5564347660428572
667,2022-01-07 09:04:22.334,5932,45.0,657496,3713.0,20220107,19971712.0,1.5564347660428572
668,2022-01-08 08:38:42.084,5986,54.0,661003,3507.0,20220108,20046220.0,1.5564347660428572
669,2022-01-09 08:47:53.411,6037,51.0,664374,3371.0,20220109,20099870.0,1.5564347660428572
670,2022-01-10 09:06:03.096,6071,34.0,667379,3005.0,20220110,20148476.0,1.5564347660428572
671,2022-01-11 09:07:41.087,6114,43.0,670471,3092.0,20220111,20215297.0,1.5564347660428572
672,2022-01-12 09:08:49.646,6166,52.0,674854,4383.0,20220112,20277357.0,1.5564347660428572
673,2022-01-13 08:43:16.692,6210,44.0,679018,4164.0,20220113,20329715.0,1.5564347660428572
674,2022-01-14 08:59:27.905,6259,49.0,683556,4538.0,20220114,20389154.0,1.5564347660428572
675,2022-01-15 08:17:22.717,6281,22.0,687975,4419.0,20220115,20446099.0,1.5564347660428572
676,2022-01-16 09:31:40.897,6310,29.0,692164,4189.0,20220116,20489023.0,1.5564347660428572
677,2022-01-17 09:03:38.424,6333,23.0,696018,3854.0,20220117,20527722.0,1.5564347660428572
678,2022-01-18 09:03:38.28,6378,45.0,700080,4062.0,20220118,20588481.0,1.5564347660428572
679,2022-01-19 09:01:30.801,6452,74.0,705883,5803.0,20220119,20649522.0,1.5564347660428572
680,2022-01-20 09:15:13.261,6480,28.0,712483,6600.0,20220120,20709568.0,1.5564347660428572
681,2022-01-21 08:55:49.63,6501,21.0,719249,6766.0,20220121,20765930.0,1.5564347660428572
682,2022-01-22 07:26:15.458,6529,28.0,726253,7004.0,20220122,20838500.0,1.5564347660428572
683,2022-01-23 08:13:23.247,6540,11.0,733879,7626.0,20220123,20892539.0,1.5564347660428572
684,2022-01-24 08:59:37.815,6565,25.0,741390,7511.0,20220124,20943638.0,1.5564347660428572
685,2022-01-25 08:58:23.511,6588,23.0,749960,8570.0,20220125,21026346.0,1.5564347660428572
686,2022-01-26 08:59:34.44,6620,32.0,762969,13009.0,20220126,21110639.0,1.5564347660428572
687,2022-01-27 09:04:10.687,6654,34.0,777483,14514.0,20220127,21196354.0,1.5564347660428572
688,2022-01-28 09:04:52.588,6678,24.0,793576,16093.0,20220128,21269304.0,1.5564347660428572
689,2022-01-29 08:46:05.752,6712,34.0,811089,17513.0,20220129,21377393.0,1.5564347660428572
690,2022-01-30 09:13:00.269,6732,20.0,828611,17522.0,20220130,21448119.0,1.5564347660428572
691,2022-01-31 09:22:37.347,6755,23.0,845688,17077.0,20220131,21518073.0,1.5564347660428572
692,2022-02-01 09:06:24.411,6772,17.0,864026,18338.0,20220201,7545057.472543352,1.5564347660428572
693,2022-02-02 09:04:49.92,6787,15.0,884294,20268.0,20220202,7545057.472543352,1.5564347660428572
694,2022-02-03 08:46:14.856,6812,25.0,907200,22906.0,20220203,7545057.472543352,1.5564347660428572
695,2022-02-04 08:58:40.476,6836,24.0,934638,27438.0,20220204,7545057.472543352,1.5564347660428572
696,2022-02-05 10:25:08.782,6858,22.0,970983,36345.0,20220205,7545057.472543352,1.5564347660428572
697,2022-02-06 09:21:40.142,6873,15.0,1009672,38689.0,20220206,7545057.472543352,1.5564347660428572
698,2022-02-07 09:01:20.8,6886,13.0,1044955,35283.0,20220207,7545057.472543352,1.5564347660428572
699,2022-02-08 10:14:19.994,6922,36.0,1081672,36717.0,20220208,7545057.472543352,1.5564347660428572
700,2022-02-09 10:37:00.08,6943,21.0,1131239,49567.0,20220209,7545057.472543352,1.5564347660428572
701,2022-02-10 09:04:23.377,6963,20.0,1185361,54122.0,20220210,7545057.472543352,1.5564347660428572
702,2022-02-11 08:37:42.029,7012,49.0,1239264,53903.0,20220211,7545057.472543352,1.5564347660428572
703,2022-02-12 09:06:44.105,7045,33.0,1294199,54935.0,20220212,7545057.472543352,1.5564347660428572
704,2022-02-13 08:50:26.798,7081,36.0,1350627,56428.0,20220213,7545057.472543352,1.5564347660428572
705,2022-02-14 09:01:51.395,7102,21.0,1405244,54617.0,20220214,7545057.472543352,1.5564347660428572
706,2022-02-15 09:01:44.846,7163,61.0,1462408,57164.0,20220215,7545057.472543352,1.5564347660428572
707,2022-02-16 09:20:27.8,7202,39.0,1552843,90435.0,20220216,7545057.472543352,1.5564347660428572
708,2022-02-17 08:52:05.139,7238,36.0,1645975,93132.0,20220217,7545057.472543352,1.5564347660428572
709,2022-02-18 09:04:59.618,7283,45.0,1755798,109823.0,20220218,7545057.472543352,1.5564347660428572
710,2022-02-19 09:00:04.109,7354,71.0,1858008,102210.0,20220219,7545057.472543352,1.5564347660428572
711,2022-02-20 08:51:11.122,7405,51.0,1962822,104814.0,20220220,7545057.472543352,1.5564347660428572
712,2022-02-21 09:05:08.307,7450,45.0,2058161,95339.0,20220221,7545057.472543352,1.5564347660428572
713,2022-02-22 09:06:38.772,7508,58.0,2157730,99569.0,20220222,7545057.472543352,1.5564347660428572
714,2022-02-23 09:12:48.876,7607,99.0,2329172,171442.0,20220223,7545057.472543352,1.5564347660428572
715,2022-02-24 09:45:42.528,7689,82.0,2499187,170015.0,20220224,7545057.472543352,1.5564347660428572
716,2022-02-25 09:19:35.533,7783,94.0,2665074,165887.0,20220225,7545057.472543352,1.5564347660428572
717,2022-02-26 09:10:30.918,7895,112.0,2831275,166201.0,20220226,7545057.472543352,1.5564347660428572
718,2022-02-27 08:54:59.059,7944,49.0,2994830,163555.0,20220227,7545057.472543352,1.5564347660428572
719,2022-02-28 08:56:05.34,8058,114.0,3134456,139626.0,20220228,7545057.472543352,1.5564347660428572
