,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,AAPL,AMZN,CPNG,TSLA,AAPL,AMZN,CPNG,TSLA,AAPL,AMZN,CPNG,TSLA,AAPL,AMZN,CPNG,TSLA,AAPL,AMZN,CPNG,TSLA,AAPL,AMZN,CPNG,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,44.23276901245117,1690.81005859375,,57.79199981689453,45.4275016784668,1690.81005859375,,57.79199981689453,45.82500076293945,1700.0,,58.39799880981445,45.22999954223633,1679.3499755859375,,56.540000915527344,45.5625,1683.0,,56.779998779296875,124130000,3552000,,34223500
2019-03-14,44.7244873046875,1686.219970703125,,57.992000579833984,45.932498931884766,1686.219970703125,,57.992000579833984,46.025001525878906,1702.0,,59.077999114990234,45.63999938964844,1684.3399658203125,,57.65800094604492,45.974998474121094,1691.199951171875,,58.4900016784668,94318000,2946600,,35517000
2019-03-15,45.306270599365234,1712.3599853515625,,55.08599853515625,46.529998779296875,1712.3599853515625,,55.08599853515625,46.83250045776367,1718.800048828125,,56.74399948120117,45.935001373291016,1693.1300048828125,,54.880001068115234,46.212501525878906,1703.0,,56.70199966430664,156171600,7550900,,73927500
2019-03-18,45.76877975463867,1742.1500244140625,,53.89799880981445,47.005001068115234,1742.1500244140625,,53.89799880981445,47.09749984741211,1750.0,,55.61000061035156,46.4474983215332,1712.6300048828125,,53.459999084472656,46.45000076293945,1712.699951171875,,55.20000076293945,104879200,5429100,,51405000
2019-03-19,45.40607452392578,1761.8499755859375,,53.49399948120117,46.63249969482422,1761.8499755859375,,53.49399948120117,47.247501373291016,1784.1600341796875,,54.65999984741211,46.47999954223633,1753.510009765625,,52.69200134277344,47.087501525878906,1753.510009765625,,53.5,126585600,6364200,,59003000
2019-03-20,45.80286407470703,1797.27001953125,,54.720001220703125,47.040000915527344,1797.27001953125,,54.720001220703125,47.372501373291016,1799.5,,54.99399948120117,46.182498931884766,1767.030029296875,,53.2599983215332,46.557498931884766,1769.93994140625,,53.9379997253418,124140800,6265600,,34541000
2019-03-21,47.48979949951172,1819.260009765625,,54.80400085449219,48.772499084472656,1819.260009765625,,54.80400085449219,49.08250045776367,1823.75,,55.290000915527344,47.45249938964844,1787.280029296875,,53.689998626708984,47.505001068115234,1796.260009765625,,54.52000045776367,204136800,5767800,,29735500
2019-03-22,46.50636291503906,1764.77001953125,,52.90599822998047,47.76250076293945,1764.77001953125,,52.90599822998047,49.42250061035156,1818.97998046875,,54.560001373291016,47.69499969482422,1763.1099853515625,,52.79999923706055,48.834999084472656,1810.1700439453125,,54.51599884033203,169630800,6363000,,43728000
2019-03-25,45.944053649902344,1774.260009765625,,52.08399963378906,47.185001373291016,1774.260009765625,,52.08399963378906,47.994998931884766,1782.6800537109375,,52.63600158691406,46.650001525878906,1747.5,,50.891998291015625,47.877498626708984,1757.7900390625,,51.94200134277344,175381200,5103800,,51075000
2019-03-26,45.46937561035156,1783.760009765625,,53.55400085449219,46.6974983215332,1783.760009765625,,53.55400085449219,48.220001220703125,1805.77001953125,,54.051998138427734,46.14500045776367,1773.3599853515625,,52.88600158691406,47.915000915527344,1793.0,,52.88800048828125,199202000,4865900,,36754500
2019-03-27,45.878326416015625,1765.699951171875,,54.965999603271484,47.11750030517578,1765.699951171875,,54.965999603271484,47.439998626708984,1787.5,,55.07400131225586,46.63750076293945,1745.6800537109375,,53.63600158691406,47.1875,1784.1300048828125,,53.75,119393600,4324800,,43896000
2019-03-28,45.93918228149414,1773.4200439453125,,55.7239990234375,47.18000030517578,1773.4200439453125,,55.7239990234375,47.38999938964844,1777.9300537109375,,56.066001892089844,46.88249969482422,1753.469970703125,,55.02000045776367,47.23749923706055,1770.0,,55.43199920654297,83121600,3043000,,33870500
2019-03-29,46.23859405517578,1780.75,,55.97200012207031,47.48749923706055,1780.75,,55.97200012207031,47.52000045776367,1792.8599853515625,,56.03200149536133,47.1349983215332,1776.6300048828125,,54.900001525878906,47.45750045776367,1786.5799560546875,,55.7400016784668,94256000,3320800,,29956500
2019-04-01,46.5526123046875,1814.18994140625,,57.83599853515625,47.810001373291016,1814.18994140625,,57.83599853515625,47.91999816894531,1815.6700439453125,,57.84000015258789,47.095001220703125,1798.72998046875,,56.25600051879883,47.90999984741211,1800.1099853515625,,56.52399826049805,111448000,4238800,,40552000
2019-04-02,47.229339599609375,1813.97998046875,,57.17599868774414,48.505001068115234,1813.97998046875,,57.17599868774414,48.6150016784668,1820.0,,57.88800048828125,47.76250076293945,1805.1199951171875,,56.7760009765625,47.772499084472656,1811.02001953125,,57.65999984741211,91062800,3448100,,27394500
2019-04-03,47.5530891418457,1820.699951171875,,58.36199951171875,48.837501525878906,1820.699951171875,,58.36199951171875,49.125,1830.0,,59.23400115966797,48.287498474121094,1809.6199951171875,,57.433998107910156,48.3125,1826.719970703125,,57.4640007019043,93087200,3926100,,39597000
2019-04-04,47.63585662841797,1818.8599853515625,,53.555999755859375,48.92250061035156,1818.8599853515625,,53.555999755859375,49.092498779296875,1828.75,,54.2400016784668,48.28499984741211,1804.199951171875,,52.11800003051758,48.6974983215332,1820.6500244140625,,52.37799835205078,76457200,3623900,,118603500
2019-04-05,47.954742431640625,1837.280029296875,,54.992000579833984,49.25,1837.280029296875,,54.992000579833984,49.275001525878906,1838.5799560546875,,55.220001220703125,48.98249816894531,1825.18994140625,,53.22200012207031,49.11249923706055,1829.0,,53.97200012207031,74106400,3640500,,65191500
2019-04-08,48.7093620300293,1849.8599853515625,,54.63999938964844,50.025001525878906,1849.8599853515625,,54.63999938964844,50.057498931884766,1850.199951171875,,56.231998443603516,49.084999084472656,1825.1099853515625,,54.0880012512207,49.10499954223633,1833.22998046875,,55.53799819946289,103526800,3752800,,52052000
2019-04-09,48.56330490112305,1835.8399658203125,,54.46200180053711,49.875,1835.8399658203125,,54.46200180053711,50.712501525878906,1853.0899658203125,,55.0,49.807498931884766,1831.780029296875,,53.922000885009766,50.08000183105469,1845.489990234375,,54.33000183105469,143072800,3714400,,29520000
2019-04-10,48.835941314697266,1847.3299560546875,,55.21200180053711,50.154998779296875,1847.3299560546875,,55.21200180053711,50.185001373291016,1848.0,,55.67599868774414,49.54499816894531,1828.81005859375,,54.577999114990234,49.66999816894531,1841.0,,55.347999572753906,86781200,2964000,,35306500
2019-04-11,48.42942428588867,1844.0699462890625,,53.683998107910156,49.73749923706055,1844.0699462890625,,53.683998107910156,50.25,1849.949951171875,,54.099998474121094,49.61000061035156,1840.31005859375,,53.119998931884766,50.212501525878906,1848.699951171875,,53.65999984741211,83603200,2654800,,49179500
2019-04-12,48.40994644165039,1843.06005859375,,53.540000915527344,49.717498779296875,1843.06005859375,,53.540000915527344,50.03499984741211,1851.5,,54.38999938964844,49.0525016784668,1841.300048828125,,53.36600112915039,49.79999923706055,1848.4000244140625,,54.04399871826172,111042800,3114400,,33730000
2019-04-15,48.49757766723633,1844.8699951171875,,53.2760009765625,49.807498931884766,1844.8699951171875,,53.2760009765625,49.962501525878906,1846.8499755859375,,53.7760009765625,49.502498626708984,1818.9000244140625,,51.72600173950195,49.64500045776367,1842.0,,53.72600173950195,70146400,3724400,,50193000
2019-04-16,48.50244903564453,1863.0400390625,,54.672000885009766,49.8125,1863.0400390625,,54.672000885009766,50.342498779296875,1869.77001953125,,55.0,49.63999938964844,1848.0,,52.944000244140625,49.8650016784668,1851.3499755859375,,53.150001525878906,102785600,3044600,,36364500
2019-04-17,49.446937561035156,1864.8199462890625,,54.24599838256836,50.782501220703125,1864.8199462890625,,54.24599838256836,50.845001220703125,1876.469970703125,,54.95800018310547,49.65250015258789,1860.43994140625,,53.70800018310547,49.8849983215332,1872.989990234375,,54.95000076293945,115627200,2893500,,25632500
2019-04-18,49.62464141845703,1861.68994140625,,54.652000427246094,50.96500015258789,1861.68994140625,,54.652000427246094,51.037498474121094,1870.8199462890625,,54.96799850463867,50.630001068115234,1859.47998046875,,53.95000076293945,50.779998779296875,1868.7900390625,,54.24599838256836,96783200,2749900,,29381500
2019-04-22,49.7877311706543,1887.31005859375,,52.54999923706055,51.13249969482422,1887.31005859375,,52.54999923706055,51.23500061035156,1888.4200439453125,,53.93600082397461,50.584999084472656,1845.6400146484375,,52.49599838256836,50.70750045776367,1855.4000244140625,,53.79999923706055,77758000,3373800,,60735500
2019-04-23,50.50584030151367,1923.77001953125,,52.779998779296875,51.869998931884766,1923.77001953125,,52.779998779296875,51.9375,1929.260009765625,,53.119998931884766,50.974998474121094,1889.5799560546875,,51.150001525878906,51.10749816894531,1891.199951171875,,52.029998779296875,93292000,4640400,,54719500
2019-04-24,50.42793655395508,1901.75,,51.731998443603516,51.790000915527344,1901.75,,51.731998443603516,52.119998931884766,1929.68994140625,,53.06399917602539,51.76250076293945,1898.1600341796875,,51.599998474121094,51.84000015258789,1925.0,,52.77000045776367,70162400,3675800,,53637500
2019-04-25,49.97029495239258,1902.25,,49.5260009765625,51.31999969482422,1902.25,,49.5260009765625,51.939998626708984,1922.449951171875,,51.79999923706055,51.279998779296875,1900.31005859375,,49.2140007019043,51.70750045776367,1917.0,,51.0,74172800,6099100,,109247000
2019-04-26,49.731746673583984,1950.6300048828125,,47.02799987792969,51.07500076293945,1950.6300048828125,,47.02799987792969,51.25,1951.0,,49.33599853515625,50.529998779296875,1898.0,,46.22600173950195,51.224998474121094,1929.0,,49.29999923706055,74596400,8432600,,111803500
2019-04-29,49.80720520019531,1938.4300537109375,,48.29399871826172,51.15250015258789,1938.4300537109375,,48.29399871826172,51.49250030517578,1956.3399658203125,,48.79600143432617,50.96500015258789,1934.0899658203125,,46.433998107910156,51.099998474121094,1949.0,,47.172000885009766,88818800,4021300,,83572500
2019-04-30,48.848106384277344,1926.52001953125,,47.737998962402344,50.16749954223633,1926.52001953125,,47.737998962402344,50.849998474121094,1935.7099609375,,48.84199905395508,49.77750015258789,1906.949951171875,,47.400001525878906,50.76499938964844,1930.0999755859375,,48.4119987487793,186139600,3506000,,47323000
2019-05-01,51.245849609375,1911.52001953125,,46.801998138427734,52.630001068115234,1911.52001953125,,46.801998138427734,53.82749938964844,1943.6400146484375,,48.0,52.307498931884766,1910.550048828125,,46.29999923706055,52.470001220703125,1933.0899658203125,,47.77000045776367,259309200,3117000,,53522000
2019-05-02,50.912349700927734,1900.8199462890625,,48.81999969482422,52.287498474121094,1900.8199462890625,,48.81999969482422,53.162498474121094,1921.550048828125,,49.42599868774414,52.032501220703125,1881.8699951171875,,47.54399871826172,52.459999084472656,1913.3299560546875,,49.104000091552734,127985200,3962900,,90796500
2019-05-03,51.545257568359375,1962.4599609375,,51.00600051879883,52.9375,1962.4599609375,,51.00600051879883,52.959999084472656,1964.4000244140625,,51.321998596191406,52.557498931884766,1936.0,,48.698001861572266,52.72249984741211,1949.0,,48.77199935913086,83569600,6381600,,118534000
2019-05-06,50.749263763427734,1950.550048828125,,51.06800079345703,52.119998931884766,1950.550048828125,,51.06800079345703,52.209999084472656,1959.0,,51.66999816894531,50.875,1910.5,,49.70000076293945,51.0724983215332,1917.97998046875,,50.00400161743164,129772400,5417800,,54169500
2019-05-07,49.38120651245117,1921.0,,49.4119987487793,50.71500015258789,1921.0,,49.4119987487793,51.85499954223633,1949.0999755859375,,51.44200134277344,50.20750045776367,1903.3800048828125,,49.02000045776367,51.470001220703125,1939.989990234375,,51.36000061035156,155054800,5902100,,50657000
2019-05-08,49.39094543457031,1917.77001953125,,48.96799850463867,50.724998474121094,1917.77001953125,,48.96799850463867,51.334999084472656,1935.3699951171875,,50.119998931884766,50.4375,1910.0,,48.84000015258789,50.474998474121094,1918.8699951171875,,49.38800048828125,105358000,4078600,,30882000
2019-05-09,48.86027908325195,1899.8699951171875,,48.395999908447266,50.18000030517578,1899.8699951171875,,48.395999908447266,50.41999816894531,1909.4000244140625,,48.736000061035156,49.165000915527344,1876.0,,47.38800048828125,50.099998474121094,1900.0,,48.400001525878906,139634400,5308300,,33557000
2019-05-10,48.18339920043945,1889.97998046875,,47.90399932861328,49.29499816894531,1889.97998046875,,47.90399932861328,49.712501525878906,1903.7900390625,,48.39799880981445,48.192501068115234,1856.0,,47.20399856567383,49.35499954223633,1898.0,,47.95000076293945,164834800,5718000,,35041500
2019-05-13,45.382999420166016,1822.6800537109375,,45.402000427246094,46.43000030517578,1822.6800537109375,,45.402000427246094,47.369998931884766,1846.5400390625,,46.49399948120117,45.712501525878906,1818.0,,44.900001525878906,46.9275016784668,1836.56005859375,,46.402000427246094,229722400,5783400,,54174000
2019-05-14,46.101436614990234,1840.1199951171875,,46.46200180053711,47.165000915527344,1840.1199951171875,,46.46200180053711,47.42499923706055,1852.43994140625,,46.900001525878906,46.352500915527344,1815.75,,45.599998474121094,46.602500915527344,1839.5,,45.86000061035156,146118800,4629100,,36262000
2019-05-15,46.653690338134766,1871.1500244140625,,46.38999938964844,47.72999954223633,1871.1500244140625,,46.38999938964844,47.9375,1874.4300537109375,,46.487998962402344,46.505001068115234,1823.0,,45.04999923706055,46.567501068115234,1827.949951171875,,45.86399841308594,106178800,4692600,,36480000
2019-05-16,46.448421478271484,1907.5699462890625,,45.66600036621094,47.52000045776367,1907.5699462890625,,45.66600036621094,48.11750030517578,1917.510009765625,,46.20000076293945,47.209999084472656,1882.2900390625,,45.29999923706055,47.477500915527344,1885.93994140625,,45.89799880981445,132125600,4707800,,37416500
2019-05-17,46.18452072143555,1869.0,,42.20600128173828,47.25,1869.0,,42.20600128173828,47.724998474121094,1910.530029296875,,44.448001861572266,46.689998626708984,1867.3299560546875,,41.784000396728516,46.73249816894531,1893.050048828125,,44.391998291015625,131516400,4736600,,88933500
2019-05-20,44.740333557128906,1858.969970703125,,41.071998596191406,45.772499084472656,1858.969970703125,,41.071998596191406,46.087501525878906,1867.780029296875,,41.20000076293945,45.06999969482422,1835.5400390625,,39.04999923706055,45.880001068115234,1852.68994140625,,40.560001373291016,154449200,3798200,,102631000
2019-05-21,45.59804916381836,1857.52001953125,,41.01599884033203,46.650001525878906,1857.52001953125,,41.01599884033203,47.0,1879.0,,41.47999954223633,46.17499923706055,1846.0,,39.20800018310547,46.30500030517578,1874.7900390625,,39.551998138427734,113459200,4005100,,90019500
2019-05-22,44.66457748413086,1859.6800537109375,,38.54600143432617,45.69499969482422,1859.6800537109375,,38.54600143432617,46.4275016784668,1871.489990234375,,40.78799819946289,45.63750076293945,1851.0,,38.35599899291992,46.165000915527344,1851.780029296875,,39.81999969482422,118994400,2936600,,93426000
2019-05-23,43.90216064453125,1815.47998046875,,39.097999572753906,44.915000915527344,1815.47998046875,,39.097999572753906,45.1349983215332,1844.0,,39.89400100708008,44.45249938964844,1804.199951171875,,37.24399948120117,44.95000076293945,1836.5899658203125,,38.86800003051758,146118800,4424300,,132735500
2019-05-24,43.73356246948242,1823.280029296875,,38.125999450683594,44.74250030517578,1823.280029296875,,38.125999450683594,45.53499984741211,1841.760009765625,,39.99599838256836,44.654998779296875,1817.8499755859375,,37.75,45.04999923706055,1835.8900146484375,,39.965999603271484,94858800,3369700,,70683000
2019-05-28,43.55272674560547,1836.4300537109375,,37.7400016784668,44.557498931884766,1836.4300537109375,,37.7400016784668,45.147499084472656,1849.27001953125,,39.0,44.477500915527344,1827.3499755859375,,37.56999969482422,44.72999954223633,1832.75,,38.2400016784668,111792800,3200000,,51564500
2019-05-29,43.345027923583984,1819.18994140625,,37.97200012207031,44.345001220703125,1819.18994140625,,37.97200012207031,44.837501525878906,1830.0,,38.47800064086914,44.0,1807.530029296875,,37.007999420166016,44.10499954223633,1823.1199951171875,,37.41999816894531,113924800,4279000,,59843000
2019-05-30,43.56984329223633,1816.3199462890625,,37.64400100708008,44.57500076293945,1816.3199462890625,,37.64400100708008,44.807498931884766,1829.469970703125,,38.45199966430664,44.16749954223633,1807.8299560546875,,37.40399932861328,44.48749923706055,1825.489990234375,,37.75,84873600,3146900,,39632500
2019-05-31,42.780548095703125,1775.0699462890625,,37.03200149536133,43.76750183105469,1775.0699462890625,,37.03200149536133,44.497501373291016,1795.5899658203125,,37.98400115966797,43.747501373291016,1772.699951171875,,36.81999969482422,44.057498931884766,1790.010009765625,,37.02000045776367,108174400,4618800,,52033500
2019-06-03,42.348018646240234,1692.68994140625,,35.79399871826172,43.32500076293945,1692.68994140625,,35.79399871826172,44.47999954223633,1766.2900390625,,37.33599853515625,42.567501068115234,1672.0,,35.39799880981445,43.900001525878906,1760.010009765625,,37.10200119018555,161584400,9098700,,65322000
2019-06-04,43.897281646728516,1729.56005859375,,38.720001220703125,44.90999984741211,1729.56005859375,,38.720001220703125,44.95750045776367,1730.8199462890625,,38.79600143432617,43.630001068115234,1680.8900146484375,,35.922000885009766,43.86000061035156,1699.239990234375,,36.220001220703125,123872000,5679100,,69037500
2019-06-05,44.60593032836914,1738.5,,39.31800079345703,45.6349983215332,1738.5,,39.31800079345703,46.247501373291016,1752.0,,40.25600051879883,45.28499984741211,1715.25,,38.369998931884766,46.06999969482422,1749.5999755859375,,39.736000061035156,119093600,4239800,,67554000
2019-06-06,45.260826110839844,1754.3599853515625,,41.189998626708984,46.30500030517578,1754.3599853515625,,41.189998626708984,46.36750030517578,1760.0,,42.20000076293945,45.537498474121094,1726.1300048828125,,40.36000061035156,45.77000045776367,1737.7099609375,,40.88800048828125,90105200,3689300,,101211000
2019-06-07,46.46552658081055,1804.030029296875,,40.900001525878906,47.537498474121094,1804.030029296875,,40.900001525878906,47.97999954223633,1806.25,,42.167999267578125,46.442501068115234,1759.489990234375,,40.70000076293945,46.627498626708984,1763.699951171875,,41.0,122737600,4808200,,80017500
2019-06-10,47.0593376159668,1860.6300048828125,,42.57600021362305,48.14500045776367,1860.6300048828125,,42.57600021362305,48.842498779296875,1884.8699951171875,,43.38800048828125,47.904998779296875,1818.0,,41.801998138427734,47.95249938964844,1822.0,,42.04999923706055,104883600,5371000,,52925000
2019-06-11,47.60426330566406,1863.699951171875,,43.41999816894531,48.70249938964844,1863.699951171875,,43.41999816894531,49.0,1893.699951171875,,44.18000030517578,48.400001525878906,1858.0,,42.70000076293945,48.71500015258789,1883.25,,43.827999114990234,107731600,4042700,,58267500
2019-06-12,47.4527587890625,1855.3199462890625,,41.85200119018555,48.54750061035156,1855.3199462890625,,41.85200119018555,48.99250030517578,1865.0,,44.67599868774414,48.34749984741211,1844.3800048828125,,41.79999923706055,48.48749923706055,1853.97998046875,,44.59000015258789,73012800,2678300,,75987500
2019-06-13,47.44297790527344,1870.300048828125,,42.78200149536133,48.537498474121094,1870.300048828125,,42.78200149536133,49.1974983215332,1883.0899658203125,,42.97999954223633,48.400001525878906,1862.219970703125,,41.50199890136719,48.67499923706055,1866.719970703125,,42.07600021362305,86698400,2795800,,40841500
2019-06-14,47.098426818847656,1869.6700439453125,,42.98400115966797,48.185001373291016,1869.6700439453125,,42.98400115966797,48.397499084472656,1876.0,,43.33000183105469,47.57500076293945,1859.0,,42.08000183105469,47.88750076293945,1864.0,,42.25,75046000,2851200,,37167000
2019-06-17,47.37944793701172,1886.030029296875,,45.00600051879883,48.47249984741211,1886.030029296875,,45.00600051879883,48.7400016784668,1895.68994140625,,45.400001525878906,48.04249954223633,1875.449951171875,,42.854000091552734,48.224998474121094,1876.5,,43.09600067138672,58676400,2634300,,61584000
2019-06-18,48.49374008178711,1901.3699951171875,,44.948001861572266,49.61249923706055,1901.3699951171875,,44.948001861572266,50.0724983215332,1921.6700439453125,,46.948001861572266,48.8025016784668,1899.7900390625,,44.512001037597656,49.01250076293945,1901.3499755859375,,45.74399948120117,106204000,3895700,,63579000
2019-06-19,48.35200500488281,1908.7900390625,,45.2859992980957,49.467498779296875,1908.7900390625,,45.2859992980957,49.970001220703125,1919.5799560546875,,45.55400085449219,49.32749938964844,1892.469970703125,,44.21200180053711,49.91999816894531,1907.8399658203125,,45.02199935913086,84496800,2895300,,32875500
2019-06-20,48.74054718017578,1918.18994140625,,43.92399978637695,49.8650016784668,1918.18994140625,,43.92399978637695,50.15250015258789,1935.199951171875,,45.380001068115234,49.50749969482422,1905.800048828125,,43.27000045776367,50.092498779296875,1933.3299560546875,,44.599998474121094,86056000,3217200,,59317500
2019-06-21,48.574378967285156,1911.300048828125,,44.37200164794922,49.69499969482422,1911.300048828125,,44.37200164794922,50.212501525878906,1925.949951171875,,44.43600082397461,49.537498474121094,1907.5799560546875,,43.099998474121094,49.70000076293945,1916.0999755859375,,43.24399948120117,191202400,3933600,,41010500
2019-06-24,48.5255126953125,1913.9000244140625,,44.72800064086914,49.64500045776367,1913.9000244140625,,44.72800064086914,50.040000915527344,1916.8599853515625,,45.172000885009766,49.54249954223633,1901.300048828125,,44.20399856567383,49.6349983215332,1912.6600341796875,,44.64799880981445,72881600,2283000,,28754000
2019-06-25,47.78998565673828,1878.27001953125,,43.95199966430664,48.89250183105469,1878.27001953125,,43.95199966430664,49.814998626708984,1916.3900146484375,,45.06800079345703,48.8224983215332,1872.4200439453125,,43.89799880981445,49.60749816894531,1911.8399658203125,,44.87799835205078,84281200,3012300,,30910500
2019-06-26,48.823638916015625,1897.8299560546875,,43.854000091552734,49.95000076293945,1897.8299560546875,,43.854000091552734,50.247501373291016,1903.800048828125,,45.44599914550781,49.337501525878906,1887.3199462890625,,43.619998931884766,49.442501068115234,1892.47998046875,,44.0620002746582,104270000,2441900,,42536000
2019-06-27,48.80896759033203,1904.280029296875,,44.56800079345703,49.935001373291016,1904.280029296875,,44.56800079345703,50.39250183105469,1911.239990234375,,44.58000183105469,49.89250183105469,1898.0400390625,,43.470001220703125,50.0724983215332,1902.0,,43.88999938964844,83598800,2141700,,31698500
2019-06-28,48.36423110961914,1893.6300048828125,,44.69200134277344,49.47999954223633,1893.6300048828125,,44.69200134277344,49.875,1912.93994140625,,45.034000396728516,49.26250076293945,1884.0,,44.15999984741211,49.66999816894531,1909.0999755859375,,44.198001861572266,124442400,3037400,,34257000
2019-07-01,49.25126266479492,1922.18994140625,,45.433998107910156,50.38750076293945,1922.18994140625,,45.433998107910156,51.122501373291016,1929.8199462890625,,46.619998931884766,50.162498474121094,1914.6600341796875,,45.25600051879883,50.79249954223633,1922.97998046875,,46.04199981689453,109012000,3192100,,41067000
2019-07-02,49.53961181640625,1934.31005859375,,44.90999984741211,50.682498931884766,1934.31005859375,,44.90999984741211,50.782501220703125,1934.7900390625,,45.83000183105469,50.34000015258789,1906.6300048828125,,44.444000244140625,50.352500915527344,1919.3800048828125,,45.77799987792969,67740800,2645900,,46295000
2019-07-03,49.950138092041016,1939.0,,46.97999954223633,51.102500915527344,1939.0,,46.97999954223633,51.11000061035156,1941.5899658203125,,48.31399917602539,50.67250061035156,1930.5,,46.902000427246094,50.81999969482422,1935.8900146484375,,47.87799835205078,45448000,1690300,,71005500
2019-07-05,49.906150817871094,1942.9100341796875,,46.619998931884766,51.057498931884766,1942.9100341796875,,46.619998931884766,51.27000045776367,1945.9000244140625,,47.09000015258789,50.724998474121094,1925.300048828125,,46.15999984741211,50.837501525878906,1928.5999755859375,,46.91400146484375,69062000,2628400,,35328500
2019-07-08,48.87739181518555,1952.3199462890625,,46.06800079345703,50.005001068115234,1952.3199462890625,,46.06800079345703,50.349998474121094,1956.0,,46.45000076293945,49.602500915527344,1928.25,,45.731998443603516,50.20249938964844,1934.1199951171875,,46.24800109863281,101354400,2883400,,29402500
2019-07-09,49.175514221191406,1988.300048828125,,46.012001037597656,50.310001373291016,1988.300048828125,,46.012001037597656,50.377498626708984,1990.010009765625,,46.20000076293945,49.70249938964844,1943.47998046875,,45.45600128173828,49.79999923706055,1947.800048828125,,45.79399871826172,82312000,4345700,,30954000
2019-07-10,49.66178512573242,2017.4100341796875,,47.784000396728516,50.807498931884766,2017.4100341796875,,47.784000396728516,50.932498931884766,2024.93994140625,,47.78799819946289,50.38999938964844,1995.4000244140625,,46.62799835205078,50.462501525878906,1996.510009765625,,46.83000183105469,71588400,4931900,,45728500
2019-07-11,49.300132751464844,2001.0699462890625,,47.720001220703125,50.4375,2001.0699462890625,,47.720001220703125,51.09749984741211,2035.800048828125,,48.29999923706055,50.4275016784668,1995.300048828125,,47.15999984741211,50.82749938964844,2025.6199951171875,,47.62799835205078,80767200,4317800,,37572000
2019-07-12,49.67890167236328,2011.0,,49.01599884033203,50.82500076293945,2011.0,,49.01599884033203,51.0,2017.0,,49.07600021362305,50.54999923706055,2003.8699951171875,,47.94200134277344,50.61249923706055,2008.27001953125,,47.95000076293945,70380800,2509300,,46002500
2019-07-15,50.1456298828125,2020.989990234375,,50.70000076293945,51.3025016784668,2020.989990234375,,50.70000076293945,51.467498779296875,2022.9000244140625,,50.88399887084961,51.0,2001.550048828125,,48.97200012207031,51.022499084472656,2021.4000244140625,,49.599998474121094,67789600,2981300,,55000500
2019-07-16,49.97213363647461,2009.9000244140625,,50.47600173950195,51.125,2009.9000244140625,,50.47600173950195,51.52750015258789,2026.3199462890625,,50.70600128173828,50.875,2001.219970703125,,49.58599853515625,51.147499084472656,2010.5799560546875,,49.86000061035156,67467200,2618200,,40745000
2019-07-17,49.69111633300781,1992.030029296875,,50.97200012207031,50.837501525878906,1992.030029296875,,50.97200012207031,51.272499084472656,2012.0,,51.6619987487793,50.817501068115234,1992.030029296875,,50.66999816894531,51.01250076293945,2007.050048828125,,51.13399887084961,56430000,2558800,,48823500
2019-07-18,50.25559997558594,1977.9000244140625,,50.70800018310547,51.415000915527344,1977.9000244140625,,50.70800018310547,51.470001220703125,1987.5,,51.150001525878906,50.92499923706055,1951.550048828125,,50.37799835205078,51.0,1980.010009765625,,51.0099983215332,74162400,3486900,,23793000
2019-07-19,49.505401611328125,1964.52001953125,,51.63600158691406,50.647499084472656,1964.52001953125,,51.63600158691406,51.625,1996.0,,51.992000579833984,50.59000015258789,1962.22998046875,,50.92399978637695,51.4474983215332,1991.2099609375,,51.13800048828125,83717200,3185600,,35242000
2019-07-22,50.636802673339844,1985.6300048828125,,51.13600158691406,51.80500030517578,1985.6300048828125,,51.13600158691406,51.807498931884766,1989.0,,52.43000030517578,50.90250015258789,1958.260009765625,,50.8380012512207,50.912498474121094,1971.1400146484375,,51.75,89111600,2900000,,34212000
2019-07-23,51.03266525268555,1994.489990234375,,52.034000396728516,52.209999084472656,1994.489990234375,,52.034000396728516,52.227500915527344,1997.7900390625,,52.09600067138672,51.8224983215332,1973.1300048828125,,50.900001525878906,52.1150016784668,1995.989990234375,,51.34199905395508,73420800,2703500,,25115500
2019-07-24,50.99112319946289,2000.81005859375,,52.97600173950195,52.16749954223633,2000.81005859375,,52.97600173950195,52.287498474121094,2001.300048828125,,53.2140007019043,51.79249954223633,1965.8699951171875,,51.63199996948242,51.91749954223633,1969.300048828125,,51.83399963378906,59966400,2631300,,55364000
2019-07-25,50.587928771972656,1973.8199462890625,,45.763999938964844,51.755001068115234,1973.8199462890625,,45.763999938964844,52.310001373291016,2001.199951171875,,46.900001525878906,51.682498931884766,1972.719970703125,,45.11000061035156,52.22249984741211,2001.0,,46.70000076293945,55638400,4136500,,112091500
2019-07-26,50.76387023925781,1943.050048828125,,45.608001708984375,51.935001373291016,1943.050048828125,,45.608001708984375,52.432498931884766,1950.9000244140625,,46.051998138427734,51.78499984741211,1924.510009765625,,44.45000076293945,51.869998931884766,1942.0,,45.38399887084961,70475600,4927100,,50138500
2019-07-29,51.23793029785156,1912.449951171875,,47.15399932861328,52.41999816894531,1912.449951171875,,47.15399932861328,52.65999984741211,1932.22998046875,,47.1879997253418,52.11000061035156,1890.5400390625,,45.20600128173828,52.1150016784668,1930.0,,45.417999267578125,86693600,4493200,,46366500
